pub_og_id	og_name	level_taxid	organism_taxid	organism_name	int_prot_id	pub_gene_id	description
189740at40674	RNA-binding protein FUS isoform X1	40674	10093_0	Mus pahari	10093_0:000203	Fus	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	10116_0	Rattus norvegicus	10116_0:000589	Fus	FUS RNA-binding protein
189740at40674	RNA-binding protein FUS isoform X1	40674	10141_0	Cavia porcellus	10141_0:0045d0	Fus	RNA-binding protein FUS
189740at40674	RNA-binding protein FUS isoform X1	40674	10160_0	Octodon degus	10160_0:0000e3	Fus	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	10181_0	Heterocephalus glaber	10181_0:002967	Fus	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	13616_0	Monodelphis domestica	13616_0:003c09	FUS	FUS RNA binding protein
189740at40674	RNA-binding protein FUS isoform X1	40674	28737_0	Elephantulus edwardii	28737_0:0038b2	FUS	RNA-binding protein FUS
189740at40674	RNA-binding protein FUS isoform X1	40674	29073_0	Ursus maritimus	29073_0:0009bc	FUS	LOW QUALITY PROTEIN: RNA-binding protein FUS
189740at40674	RNA-binding protein FUS isoform X1	40674	29078_0	Eptesicus fuscus	29078_0:002e9d	FUS	RNA-binding protein FUS
189740at40674	RNA-binding protein FUS isoform X1	40674	29088_0	Neomonachus schauinslandi	29088_0:003de2	FUS	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	30521_0	Bos grunniens	30521_0:000136	FUS	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	30538_0	Vicugna pacos	30538_0:000f35	FUS	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	30608_0	Microcebus murinus	30608_0:003869	FUS	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	30611_0	Otolemur garnettii	30611_0:00312b	FUS	RNA-binding protein FUS
189740at40674	RNA-binding protein FUS isoform X1	40674	32536_0	Acinonyx jubatus	32536_0:002be9	FUS	LOW QUALITY PROTEIN: RNA-binding protein FUS
189740at40674	RNA-binding protein FUS isoform X1	40674	34839_0	Chinchilla lanigera	34839_0:003b9f	LOC106146725	RNA-binding protein FUS-like
189740at40674	RNA-binding protein FUS isoform X1	40674	34839_0	Chinchilla lanigera	34839_0:003bc5	LOC102003148	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	34882_0	Enhydra lutris	34882_0:0045a2	LOC111162225	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	37293_0	Aotus nancymaae	37293_0:002e0a	FUS	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	38626_0	Phascolarctos cinereus	38626_0:003080	FUS	LOW QUALITY PROTEIN: RNA-binding protein FUS
189740at40674	RNA-binding protein FUS isoform X1	40674	39432_0	Saimiri boliviensis boliviensis	39432_0:001f4d	FUS	FUS RNA binding protein
189740at40674	RNA-binding protein FUS isoform X1	40674	42254_0	Sorex araneus	42254_0:00339c	FUS	RNA-binding protein FUS
189740at40674	RNA-binding protein FUS isoform X1	40674	43179_0	Ictidomys tridecemlineatus	43179_0:001691	Fus	LOW QUALITY PROTEIN: RNA-binding protein FUS
189740at40674	RNA-binding protein FUS isoform X1	40674	43179_0	Ictidomys tridecemlineatus	43179_0:0043dd	LOC101971282	LOW QUALITY PROTEIN: RNA-binding protein FUS-like
189740at40674	RNA-binding protein FUS isoform X1	40674	51337_0	Jaculus jaculus	51337_0:004304	Fus	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	51338_0	Castor canadensis	51338_0:00017a	FUS	RNA-binding protein FUS
189740at40674	RNA-binding protein FUS isoform X1	40674	59463_0	Myotis lucifugus	59463_0:004118	FUS	RNA-binding protein FUS isoform X3
189740at40674	RNA-binding protein FUS isoform X1	40674	59538_0	Pantholops hodgsonii	59538_0:00134c	FUS	RNA-binding protein FUS
189740at40674	RNA-binding protein FUS isoform X1	40674	60711_0	Chlorocebus sabaeus	60711_0:000e9b	FUS	FUS RNA binding protein
189740at40674	RNA-binding protein FUS isoform X1	40674	61621_0	Rhinopithecus bieti	61621_0:00002c	FUS	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	61622_0	Rhinopithecus roxellana	61622_0:000dad	FUS	RNA-binding protein FUS isoform X3
189740at40674	RNA-binding protein FUS isoform X1	40674	61853_0	Nomascus leucogenys	61853_0:0004bc	FUS	RNA-binding protein FUS
189740at40674	RNA-binding protein FUS isoform X1	40674	79684_0	Microtus ochrogaster	79684_0:00185c	Fus	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	89399_0	Rhinolophus sinicus	89399_0:0042a7	FUS	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	89462_0	Bubalus bubalis	89462_0:003ffa	FUS	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	109478_0	Myotis brandtii	109478_0:00425b	FUS	RNA-binding protein FUS
189740at40674	RNA-binding protein FUS isoform X1	40674	118797_0	Lipotes vexillifer	118797_0:001458	FUS	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	132908_0	Pteropus vampyrus	132908_0:0038a5	FUS	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	143302_0	Condylura cristata	143302_0:0037b3	FUS	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	143302_0	Condylura cristata	143302_0:00454a	LOC105854673	RNA-binding protein FUS-like isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	185453_0	Chrysochloris asiatica	185453_0:003886	FUS	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	186990_0	Hipposideros armiger	186990_0:003eac	FUS	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	225400_0	Myotis davidii	225400_0:003b94	FUS	RNA-binding protein FUS
189740at40674	RNA-binding protein FUS isoform X1	40674	230844_0	Peromyscus maniculatus bairdii	230844_0:001367	Fus	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	246437_0	Tupaia chinensis	246437_0:001521	FUS	RNA-binding protein FUS isoform X4
189740at40674	RNA-binding protein FUS isoform X1	40674	291302_0	Miniopterus natalensis	291302_0:003767	FUS	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	336983_0	Colobus angolensis palliatus	336983_0:0008c1	FUS	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	379532_0	Propithecus coquereli	379532_0:003f78	FUS	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	419612_0	Camelus ferus	419612_0:001e14	FUS	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	482537_0	Galeopterus variegatus	482537_0:000757	FUS	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	591936_0	Piliocolobus tephrosceles	591936_0:003fd8	FUS	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	885580_0	Fukomys damarensis	885580_0:00092f	Fus	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	1026970_0	Nannospalax galili	1026970_0:004ae7	Fus	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	1737458_0	Cebus capucinus imitator	1737458_0:0047e8	FUS	RNA-binding protein FUS isoform X1
189740at40674	RNA-binding protein FUS isoform X1	40674	1868482_0	Carlito syrichta	1868482_0:002d5e	FUS	RNA-binding protein FUS isoform X2
