pub_og_id	og_name	level_taxid	organism_taxid	organism_name	int_prot_id	pub_gene_id	description\
275685at7742	TAR DNA binding protein	7742	8187_0	Lates calcarifer	8187_0:005549	tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	8208_0	Notothenia coriiceps	8208_0:0033d8	tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	8208_0	Notothenia coriiceps	8208_0:003ade	LOC104956354	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	8255_0	Paralichthys olivaceus	8255_0:001ee3	tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	8255_0	Paralichthys olivaceus	8255_0:0038ad	LOC109638570	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	8355_0	Xenopus laevis	8355_0:0051a1	A0A1L8FKV7_XENLA;tardbp	A0A1L8FKV7_XENLA\
275685at7742	TAR DNA binding protein	7742	8355_0	Xenopus laevis	8355_0:00525d	A0A1L8FFB1_XENLA	A0A1L8FFB1_XENLA\
275685at7742	TAR DNA binding protein	7742	8364_0	Xenopus tropicalis	8364_0:0032b8	tardbp	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	8469_0	Chelonia mydas	8469_0:000426	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	8478_0	Chrysemys picta bellii	8478_0:000bfd	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	8496_0	Alligator mississippiensis	8496_0:0028d8	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	8502_0	Crocodylus porosus	8502_0:001dde	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	441894_0	Struthio camelus	441894_0:0014d1	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	8839_0	Anas platyrhynchos	8839_0:001f2b	TARDBP	LOW QUALITY PROTEIN: TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	381198_0	Anser cygnoides	381198_0:001ed0	TARDBP	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	8897_0	Chaetura pelagica	8897_0:00315c	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	8932_0	Columba livia	8932_0:003759	TARDBP	LOW QUALITY PROTEIN: TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	8954_0	Falco peregrinus	8954_0:0003aa	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	216574_0	Aquila chrysaetos	216574_0:001f02	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	8969_0	Haliaeetus albicilla	8969_0:00343b	A0A091PTN9_HALAL	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	8996_0	Numida meleagris	8996_0:002fea	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9031_0	Gallus gallus	9031_0:0036db	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9103_0	Meleagris gallopavo	9103_0:0036b2	TARDBP	TAR DNA binding protein\
275685at7742	TAR DNA binding protein	7742	9135_0	Serinus canaria	9135_0:00299d	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9157_0	Parus major	9157_0:002ec6	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9172_0	Sturnus vulgaris	9172_0:003522	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9209_0	Phalacrocorax carbo	9209_0:003642	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9233_0	Aptenodytes forsteri	9233_0:000661	A0A087QL47_APTFO	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9238_0	Pygoscelis adeliae	9238_0:001e47	A0A093NUQ6_PYGAD	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9244_0	Calypte anna	9244_0:00364e	A0A091IJI6_CALAN	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9258_0	Ornithorhynchus anatinus	9258_0:002288	TARDBP	TAR DNA binding protein\
275685at7742	TAR DNA binding protein	7742	9305_0	Sarcophilus harrisii	9305_0:002694	TARDBP	TAR DNA binding protein\
275685at7742	TAR DNA binding protein	7742	9361_0	Dasypus novemcinctus	9361_0:0050b2	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9365_0	Erinaceus europaeus	9365_0:0041e3	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9371_0	Echinops telfairi	9371_0:001db4	TARDBP	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	9402_0	Pteropus alecto	9402_0:0020d0	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9407_0	Rousettus aegyptiacus	9407_0:001f1f	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9483_0	Callithrix jacchus	9483_0:001ef7	TARDBP	TARDBP\
275685at7742	TAR DNA binding protein	7742	9531_0	Cercocebus atys	9531_0:00424f	TARDBP	LOW QUALITY PROTEIN: TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9541_0	Macaca fascicularis	9541_0:00066c	TARDBP	TAR DNA binding protein\
275685at7742	TAR DNA binding protein	7742	9544_0	Macaca mulatta	9544_0:000126	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9545_0	Macaca nemestrina	9545_0:003c38	TARDBP	TAR DNA binding protein\
275685at7742	TAR DNA binding protein	7742	9555_0	Papio anubis	9555_0:000085	TARDBP	TAR DNA binding protein\
275685at7742	TAR DNA binding protein	7742	9568_0	Mandrillus leucophaeus	9568_0:0036c4	TARDBP	TAR DNA binding protein\
275685at7742	TAR DNA binding protein	7742	9595_0	Gorilla gorilla gorilla	9595_0:0006bf	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9595_0	Gorilla gorilla gorilla	9595_0:000bae	LOC101136944	uncharacterized protein LOC101136944 isoform X1\
275685at7742	TAR DNA binding protein	7742	9597_0	Pan paniscus	9597_0:0006e1	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9598_0	Pan troglodytes	9598_0:0006d1	TARDBP	TAR DNA binding protein\
275685at7742	TAR DNA binding protein	7742	9601_0	Pongo abelii	9601_0:00037e	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9606_0	Homo sapiens	9606_0:000827	TARDBP	TAR DNA binding protein, isoform CRA_b\
275685at7742	TAR DNA binding protein	7742	9615_0	Canis lupus familiaris	9615_0:00050c	TARDBP	TAR DNA binding protein\
275685at7742	TAR DNA binding protein	7742	9646_0	Ailuropoda melanoleuca	9646_0:002821	LOC100466671	LOC100466671\
275685at7742	TAR DNA binding protein	7742	9668_0	Mustela putorius	9668_0:0005a9	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9685_0	Felis catus	9685_0:002532	TARDBP	TARDBP\
275685at7742	TAR DNA binding protein	7742	9691_0	Panthera pardus	9691_0:001fb5	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	74533_0	Panthera tigris	74533_0:000f22	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	62698_0	Odobenus rosmarus divergens	62698_0:003809	TARDBP	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	9713_0	Leptonychotes weddellii	9713_0:00198e	TARDBP	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	9733_0	Orcinus orca	9733_0:001dab	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9739_0	Tursiops truncatus	9739_0:001348	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9749_0	Delphinapterus leucas	9749_0:002f99	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9755_0	Physeter catodon	9755_0:001f86	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	310752_0	Balaenoptera acutorostrata	310752_0:000ca0	TARDBP	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	127582_0	Trichechus manatus	127582_0:0035b1	LOC101342618	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9785_0	Loxodonta africana	9785_0:0025a5	TARDBP	TAR DNA binding protein\
275685at7742	TAR DNA binding protein	7742	9793_0	Equus asinus	9793_0:001f8a	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9796_0	Equus caballus	9796_0:000a38	TARDBP	TAR DNA binding protein\
275685at7742	TAR DNA binding protein	7742	9798_0	Equus przewalskii	9798_0:001834	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	73337_0	Ceratotherium simum	73337_0:001706	LOC101390310	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	1230840_0	Orycteropus afer	1230840_0:001e1e	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9823_0	Sus scrofa	9823_0:001f02	TARDBP	TARDBP\
275685at7742	TAR DNA binding protein	7742	9837_0	Camelus bactrianus	9837_0:002461	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9838_0	Camelus dromedarius	9838_0:00082e	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9874_0	Odocoileus virginianus	9874_0:000047	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	43346_0	Bison bison	43346_0:002e0a	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9913_0	Bos taurus	9913_0:002f23	TARDBP	TAR DNA binding protein\
275685at7742	TAR DNA binding protein	7742	9915_0	Bos indicus	9915_0:002de7	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9925_0	Capra hircus	9925_0:002cf9	TARDBP	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	9938_0	Ovis aries musimon	9938_0:00036d	TARDBP	TAR DNA-binding protein 43 isoform X2\
275685at7742	TAR DNA binding protein	7742	9938_0	Ovis aries musimon	9938_0:0044de	LOC101120470	LOW QUALITY PROTEIN: TAR DNA-binding protein 43-like isoform X2\
275685at7742	TAR DNA binding protein	7742	9940_0	Ovis aries	9940_0:000b1c	LOC101120470	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	9940_0	Ovis aries	9940_0:002c96	TARDBP	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	9974_0	Manis javanica	9974_0:00175f	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9978_0	Ochotona princeps	9978_0:003b81	TARDBP	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	9986_0	Oryctolagus cuniculus	9986_0:004ea0	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	9994_0	Marmota marmota marmota	9994_0:003ed2	Tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	10020_0	Dipodomys ordii	10020_0:0006d9	Tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	10029_0	Cricetulus griseus	10029_0:003aba	Tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	10036_0	Mesocricetus auratus	10036_0:00301e	Tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	10047_0	Meriones unguiculatus	10047_0:0011ca	Tardbp	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	10089_0	Mus caroli	10089_0:0012fd	Tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	10090_0	Mus musculus	10090_0:00137e	Tardbp	MCG16669, isoform CRA_b\
275685at7742	TAR DNA binding protein	7742	10093_0	Mus pahari	10093_0:001bd9	Tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	10116_0	Rattus norvegicus	10116_0:0023ed	Tardbp	RCG31562, isoform CRA_c\
275685at7742	TAR DNA binding protein	7742	10141_0	Cavia porcellus	10141_0:002aa6	Tardbp	TAR DNA binding protein\
275685at7742	TAR DNA binding protein	7742	10160_0	Octodon degus	10160_0:00337a	Tardbp	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	10181_0	Heterocephalus glaber	10181_0:0037e6	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	13146_0	Melopsittacus undulatus	13146_0:001009	LOC101870989	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	13616_0	Monodelphis domestica	13616_0:002fc9	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	13735_0	Pelodiscus sinensis	13735_0:002bbb	TARDBP	TAR DNA binding protein\
275685at7742	TAR DNA binding protein	7742	28737_0	Elephantulus edwardii	28737_0:004a7c	LOC102860777	TAR DNA-binding protein 43-like\
275685at7742	TAR DNA binding protein	7742	28743_0	Cyprinodon variegatus	28743_0:001a6e	tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	28743_0	Cyprinodon variegatus	28743_0:0022d6	LOC107089340	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	29073_0	Ursus maritimus	29073_0:002038	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	29078_0	Eptesicus fuscus	29078_0:002bdd	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	29088_0	Neomonachus schauinslandi	29088_0:001723	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	30419_0	Opisthocomus hoazin	30419_0:000365	A0A091VBI4_OPIHO	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	30455_0	Fulmarus glacialis	30455_0:000103	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	30521_0	Bos grunniens	30521_0:002dbc	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	30538_0	Vicugna pacos	30538_0:000205	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	30608_0	Microcebus murinus	30608_0:00076b	TARDBP	LOW QUALITY PROTEIN: TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	30611_0	Otolemur garnettii	30611_0:002872	TARDBP	TAR DNA-binding protein 43 isoform X2\
275685at7742	TAR DNA binding protein	7742	30732_0	Oryzias melastigma	30732_0:0010d7	LOC112145330	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	30732_0	Oryzias melastigma	30732_0:003bc9	tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	31033_0	Takifugu rubripes	31033_0:0008ce	tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	31033_0	Takifugu rubripes	31033_0:0033ea	LOC101062123	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	32507_0	Neolamprologus brichardi	32507_0:000984	LOC102797500	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	32507_0	Neolamprologus brichardi	32507_0:000ead	LOC102798597	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	32536_0	Acinonyx jubatus	32536_0:003b63	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	34839_0	Chinchilla lanigera	34839_0:003a35	Tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	34882_0	Enhydra lutris	34882_0:002f32	LOC111154646	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	34882_0	Enhydra lutris	34882_0:002f70	LOC111154719	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	35019_0	Thamnophis sirtalis	35019_0:002c3c	TARDBP	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	36300_0	Pelecanus crispus	36300_0:0025b8	A0A091SUU3_9AVES	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	37003_0	Kryptolebias marmoratus	37003_0:000df7	LOC108231372	TAR DNA-binding protein 43-like\
275685at7742	TAR DNA binding protein	7742	37003_0	Kryptolebias marmoratus	37003_0:001ff8	tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	37040_0	Gavia stellata	37040_0:00209f	A0A093FJ08_GAVST	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	37293_0	Aotus nancymaae	37293_0:0009ba	TARDBP	TAR DNA binding protein\
275685at7742	TAR DNA binding protein	7742	38626_0	Phascolarctos cinereus	38626_0:0006e3	TARDBP	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	38654_0	Alligator sinensis	38654_0:0004b3	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	39432_0	Saimiri boliviensis boliviensis	39432_0:003092	TARDBP	TARDBP\
275685at7742	TAR DNA binding protein	7742	299123_0	Lonchura striata	299123_0:000f6f	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	41447_0	Seriola dumerili	41447_0:001354	tardbp	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	41447_0	Seriola dumerili	41447_0:001ed6	LOC111222865	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	42254_0	Sorex araneus	42254_0:001785	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	42514_0	Pygocentrus nattereri	42514_0:00049f	tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	42514_0	Pygocentrus nattereri	42514_0:00181d	LOC108427558	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	43179_0	Ictidomys tridecemlineatus	43179_0:0005ff	LOC101959054	LOC101959054\
275685at7742	TAR DNA binding protein	7742	43179_0	Ictidomys tridecemlineatus	43179_0:002188	LOC101959054	LOW QUALITY PROTEIN: TAR DNA-binding protein 43-like\
275685at7742	TAR DNA binding protein	7742	43700_0	Monopterus albus	43700_0:0005ec	tardbp	LOW QUALITY PROTEIN: TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	43700_0	Monopterus albus	43700_0:0016ae	LOC109959029	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	44394_0	Zonotrichia albicollis	44394_0:0028cc	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	48698_0	Poecilia formosa	48698_0:000215	LOC103137072	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	48698_0	Poecilia formosa	48698_0:001b4f	TARDBP (1 of many)	TAR DNA binding protein, like\
275685at7742	TAR DNA binding protein	7742	48698_0	Poecilia formosa	48698_0:001b87	TARDBP (1 of many)	TAR DNA binding protein, like\
275685at7742	TAR DNA binding protein	7742	48699_0	Poecilia latipinna	48699_0:004cd0	LOC106936586	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	48699_0	Poecilia latipinna	48699_0:0059ba	LOC106941185	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	48699_0	Poecilia latipinna	48699_0:005dc0	tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	48701_0	Poecilia mexicana	48701_0:0010ec	LOC106916315	TAR DNA-binding protein 43-like isoform X1\
275685at7742	TAR DNA binding protein	7742	48701_0	Poecilia mexicana	48701_0:003d10	tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	48883_0	Geospiza fortis	48883_0:0028ad	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	50402_0	Charadrius vociferus	50402_0:002aec	A0A0A0ASR7_CHAVO	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	51337_0	Jaculus jaculus	51337_0:001902	Tardbp	TAR DNA-binding protein 43 isoform X1\
275685at7742	TAR DNA binding protein	7742	51338_0	Castor canadensis	51338_0:00223e	Tardbp	LOW QUALITY PROTEIN: TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	51338_0	Castor canadensis	51338_0:0025c7	LOC109690879	LOW QUALITY PROTEIN: TAR DNA-binding protein 43-like\
275685at7742	TAR DNA binding protein	7742	52644_0	Haliaeetus leucocephalus	52644_0:002b1b	TARDBP	TAR DNA-binding protein 43\
275685at7742	TAR DNA binding protein	7742	52670_0	Austrofundulus limnaeus	52670_0:001383	LOC106516120	TAR DNA-binding protein 43-like isoform X1\
